video_1_segment_0| Ama audio libros presenta Aristóteles, la gran morad, narración Artur Mas. | Ama audio libros presenta Aristteles, la gran morad, narracin Artur Mas.
video_7_segment_1052| de las cosas del mundo físico, porque su propio escenario de actividad es el mundo astral, donde está obligada a prosegir su desastre. | de las cosas del mundo fsico, porque su propio escenario de actividad es el mundo astral, donde est obligada a prosegir su desastre.
video_7_segment_1053| envolvimiento, en obediencia a la atracción de los suplanos superiores, quienes tengan la seguridad de que una de estas almas | envolvimiento, en obediencia a la atraccin de los suplanos superiores, quienes tengan la seguridad de que una de estas almas.
video_7_segment_1054| desencarnadas, se cierne a su alrededor, no a debacilar en cumplir con el deber de darle dicho consejo, por muy dolorosa que sea la red. | desencarnadas, se cierne a su alrededor, no a debacilar en cumplir con el deber de darle dicho consejo, por muy dolorosa que sea la red.
video_7_segment_1055| pulsa, aunque se ha detener en cuenta que a causa de su estado sonambúlico se manifiesta el alma desencarnada en una tónica. | pulsa, aunque se ha detener en cuenta que a causa de su estado sonamblico se manifiesta el alma desencarnada en una tnica.
video_7_segment_1056| ingenuamente infantil y por lo general, no le cuesta mucho seguir el consejo y obedecer la insinuación por más que de momento. | ingenuamente infantil y por lo general, no le cuesta mucho seguir el consejo y obedecer la insinuacin por ms que de momento.
video_7_segment_1057| y toñore como un chiquillo. Sin embargo, si bien muchas almas aceptan el consejo, y ceden a la atracción de los suplanos suplanos. | y toore como un chiquillo Sin embargo, si bien muchas almas aceptan el consejo, y ceden a la atraccin de los suplanos suplanos.
video_7_segment_1058| y los imperiores sucede que aún sin necesidad de tal consejo acaba el alma de ser encarnada por hacerse cargo de su desairada situación. | y los imperiores sucede que an sin necesidad de tal consejo acaba el alma de ser encarnada por hacerse cargo de su desairada situacin.
video_7_segment_1059| Cesa su existencia inquieta y prevalece la superior atracción que la conduce a su nivel adecuado del mundo astral. | Cesa su existencia inquieta y prevalece la superior atraccin que la conduce a su nivel adecuado del mundo astral.
video_7_segment_106| de lamentarse amargamente y vestirse deluto cuando alguno de sus deudos y ha llegado su muere con las debidas exposiciones habrían de entonar | de lamentarse amargamente y vestirse deluto cuando alguno de sus deudos y ha llegado su muere con las debidas exposiciones habran de entonar.
video_7_segment_1060| Prevenimos contra todo intento de mantener cercana a este mundo al alma que repugna romper los lazos que la atan. | Prevenimos contra todo intento de mantener cercana a este mundo al alma que repugna romper los lazos que la atan.
video_7_segment_1061| las cosas materiales, porque sería como alentar al feto a que permaneciese en la matriz o a la crisálida a que se mantuviera. | las cosas materiales, porque sera como alentar al feto a que permaneciese en la matriz o a la crislida a que se mantuviera.
video_7_segment_1062| era en el capullo. Ningún bien puede provenir de que brantar las leyes de la naturaleza en cualquier plano de existencia. La clase | era en el capullo Ningn bien puede provenir de que brantar las leyes de la naturaleza en cualquier plano de existencia La clase.
video_7_segment_1063| inferior de almas, apegadas a la tierra, es muy distinta y bastante peor que las de las dos clases anteriores son almas de muy | inferior de almas, apegadas a la tierra, es muy distinta y bastante peor que las de las dos clases anteriores son almas de muy.
video_7_segment_1064| bajo estado de conciencia en que predomina la animalidad y los incintos brutales son su característica emocional. | bajo estado de conciencia en que predomina la animalidad y los incintos brutales son su caracterstica emocional.
video_7_segment_1065| esta poderosa latendencia a las cosas de la tierra que propondera contra la atracción de los suplanos superiores de modo que vive el | esta poderosa latendencia a las cosas de la tierra que propondera contra la atraccin de los suplanos superiores de modo que vive el.
video_7_segment_1066| alma en un su plano tan cercano al mundo físico como le es posible a su lastimos acondición. En efecto, el su plano y la | alma en un su plano tan cercano al mundo fsico como le es posible a su lastimos acondicin En efecto, el su plano y la.
video_7_segment_1067| inferior del astral, donde moran estas almas, es tan próximo al mundo físico que parece como si dijéramos el anillo de tránsito o se | inferior del astral, donde moran estas almas, es tan prximo al mundo fsico que parece como si dijramos el anillo de trnsito o se.
video_7_segment_1068| su plano de transición entre uno y otro mundo o una entre mezcla de ambos. O bien, como si únicamente les separara un tema. | su plano de transicin entre uno y otro mundo o una entre mezcla de ambos O bien, como si nicamente les separara un tema.
video_7_segment_1069| enuevelo que es una tentación continua para dichas almas, pues aunque no puedan tomar parte en los sucesos de renos perciben con su | enuevelo que es una tentacin continua para dichas almas, pues aunque no puedan tomar parte en los sucesos de renos perciben con su.
video_7_segment_107| cantos de júbilo y engalanarse floridamente por haber pasado el ser querido a la dichosa, feliz y bien aventurada vida celeste. | cantos de jbilo y engalanarse floridamente por haber pasado el ser querido a la dichosa, feliz y bien aventurada vida celeste.
video_7_segment_1070| justamente cuanto va ocurriendo en la tierra. Estas almas de atrasada evolución contra en su visita a los lugares en que | justamente cuanto va ocurriendo en la tierra Estas almas de atrasada evolucin contra en su visita a los lugares en que.
video_7_segment_1071| más actuarón durante la vida terrena y se complacen sin extramente en influirán las personas de su misma índole, incitándoles a todos. | ms actuarn durante la vida terrena y se complacen sin extramente en influirn las personas de su misma ndole, incitndoles a todos.
video_7_segment_1072| la clase de acciones crápulosas y a un de crímenes. En algunos casos extremos han logrado estas almas magnetizar un cascarón. | la clase de acciones crpulosas y a un de crmenes En algunos casos extremos han logrado estas almas magnetizar un cascarn.
video_7_segment_1073| un astral y darle apariencias de Ectoplasma. La índole de estas entidades varía muy poco al pasar del plano físico a las | un astral y darle apariencias de Ectoplasma La ndole de estas entidades vara muy poco al pasar del plano fsico a las.
video_7_segment_1074| y se deleitan en las burlas y jugas retas con que alucinan a los concurrentes a las sesiones espiritistas haciendo sonidos. | y se deleitan en las burlas y jugas retas con que alucinan a los concurrentes a las sesiones espiritistas haciendo sonidos.
video_7_segment_1075| los címbres de las casas, apagando las luces, provocando ruidos extraños y golpeando a los circunstantes. | los cmbres de las casas, apagando las luces, provocando ruidos extraos y golpeando a los circunstantes.
video_7_segment_1076| pargo, no son realmente temibles porque cualquiera puede orientarlas con un conjuro en que se les dea entender que se sabe quiénes son. | pargo, no son realmente temibles porque cualquiera puede orientarlas con un conjuro en que se les dea entender que se sabe quines son.
video_7_segment_1077| y se les manda que se marchen para no volver. Un mandato energico con voz de autoridad y la manifestación rotunda de que se le | y se les manda que se marchen para no volver Un mandato energico con voz de autoridad y la manifestacin rotunda de que se le.
video_7_segment_1078| les ha descubierto el juego bastaran para que se retiren cabiz bajas y cariacontecidas a su propio su plano. | les ha descubierto el juego bastaran para que se retiren cabiz bajas y cariacontecidas a su propio su plano.
video_7_segment_1079| de los apaces estas atrasadas almas, de fingirse y tomar el nombre de un pariente o amigo de alguno de los presentes en una sesión espiritual. | de los apaces estas atrasadas almas, de fingirse y tomar el nombre de un pariente o amigo de alguno de los presentes en una sesin espiritual.
video_7_segment_108| generalidad de las gente, no obstante la fe que profesan, temen la muerte, les espanta su imagen y les conturba su recuerdo con invencible. | generalidad de las gente, no obstante la fe que profesan, temen la muerte, les espanta su imagen y les conturba su recuerdo con invencible.
video_7_segment_1080| el artista o de simular un personaje histórico famoso. Todo el que de Buena Fee o con propósito de investigación | el artista o de simular un personaje histrico famoso Todo el que de Buena Fee o con propsito de investigacin.
video_7_segment_1081| examen en imparcial, hay asistido a las sesiones espiritistas. Y escuchado, lo dicho por el Faso Washington o el Julio César. | examen en imparcial, hay asistido a las sesiones espiritistas Y escuchado, lo dicho por el Faso Washington o el Julio Csar.
video_7_segment_1082| simulado en el tono y lenguaje peculiares de los barrios bajos, comprenderá la razón de nuestros acertos. | simulado en el tono y lenguaje peculiares de los barrios bajos, comprender la razn de nuestros acertos.
video_7_segment_1083| El conocimiento de estas circunstancias es claracer a muchos puntos oscuros de los serómenos chíquicos. Sin embargo, esta clase de almas | El conocimiento de estas circunstancias es claracer a muchos puntos oscuros de los sermenos chquicos Sin embargo, esta clase de almas.
